* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
1961, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1962, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
1963, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
1964, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1965, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
1966, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1967, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
1968, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
1969, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
1970, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
1971, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:beast, 0, 0, 0
1972, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:crawler, 50, 1, 2
1973, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:direwolf, 80, 2, 4
1974, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:equestrian, 20, 1, 1
1975, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:faller, 50, 1, 2
1976, jungle, minecraft:sparse_jungle, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1977, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:huntsman, 50, 1, 1
1978, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1979, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1980, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1981, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1982, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1983, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1984, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:intruder, 50, 1, 2
1985, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:meature, 20, 1, 5
1986, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
1987, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:slugger, 40, 1, 1
1988, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:sprinter, 70, 1, 1
1989, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:troll, 10, 1, 1
1990, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
1991, jungle, minecraft:sparse_jungle, MONSTER, enemyexpansion:vampire, 20, 1, 1
1992, jungle, minecraft:sparse_jungle, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1993, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
1994, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
1995, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1996, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
1997, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1998, jungle, minecraft:sparse_jungle, CREATURE, naturalist:coral_snake, 10, 1, 1
1999, jungle, minecraft:sparse_jungle, CREATURE, naturalist:hippo, 10, 1, 3
2000, jungle, minecraft:sparse_jungle, CREATURE, naturalist:lizard, 10, 1, 1
2001, jungle, minecraft:sparse_jungle, CREATURE, naturalist:tortoise, 10, 1, 1
2002, jungle, minecraft:sparse_jungle, CREATURE, ytech:terror_bird, 10, 1, 2
2003, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 15, 1, 1
2004, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2005, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2006, jungle, minecraft:sparse_jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 5, 5
2007, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
2008, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
2009, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
2010, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
2011, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
2012, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
2013, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2014, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
2015, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:beast, 0, 0, 0
2016, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:crawler, 50, 1, 2
2017, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:direwolf, 80, 2, 4
2018, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:equestrian, 20, 1, 1
2019, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:faller, 50, 1, 2
2020, extreme_hills, minecraft:stony_peaks, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2021, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:huntsman, 50, 1, 1
2022, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2023, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2024, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2025, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2026, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2027, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2028, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:intruder, 50, 1, 2
2029, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:meature, 20, 1, 5
2030, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
2031, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:slugger, 40, 1, 1
2032, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:sprinter, 70, 1, 1
2033, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:troll, 10, 1, 1
2034, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
2035, extreme_hills, minecraft:stony_peaks, MONSTER, enemyexpansion:vampire, 20, 1, 1
2036, extreme_hills, minecraft:stony_peaks, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2037, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:bluejay, 10, 3, 4
2038, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:canary, 10, 3, 4
2039, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:robin, 10, 3, 4
2040, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:snail, 10, 2, 3
2041, extreme_hills, minecraft:stony_peaks, CREATURE, ytech:mouflon, 10, 2, 6
2042, extreme_hills, minecraft:stony_peaks, CREATURE, minecraft:pig, 15, 1, 1
2043, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2044, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2045, none, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
2046, none, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
2047, none, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
2048, none, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
2049, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
2050, none, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
2051, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
2052, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
2053, none, minecraft:stony_shore, MONSTER, kaolinclayze:beast, 0, 0, 0
2054, none, minecraft:stony_shore, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2055, none, minecraft:stony_shore, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2056, none, minecraft:stony_shore, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2057, none, minecraft:stony_shore, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2058, none, minecraft:stony_shore, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2059, none, minecraft:stony_shore, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2060, none, minecraft:stony_shore, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2061, none, minecraft:stony_shore, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2062, none, minecraft:stony_shore, CREATURE, naturalist:coral_snake, 10, 1, 1
2063, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
2064, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2065, none, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
2066, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
2067, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
2068, none, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
2069, none, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
2070, none, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
2071, none, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 5, 1, 4
2072, none, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
2073, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:beast, 0, 0, 0
2074, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:crawler, 50, 1, 2
2075, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:direwolf, 80, 2, 4
2076, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:equestrian, 20, 1, 1
2077, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:faller, 50, 1, 2
2078, none, minecraft:sunflower_plains, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2079, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:huntsman, 50, 1, 1
2080, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2081, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2082, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2083, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2084, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2085, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2086, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:intruder, 50, 1, 2
2087, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:meature, 20, 1, 5
2088, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
2089, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:slugger, 40, 1, 1
2090, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:sprinter, 70, 1, 1
2091, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:troll, 10, 1, 1
2092, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
2093, none, minecraft:sunflower_plains, MONSTER, enemyexpansion:vampire, 20, 1, 1
2094, none, minecraft:sunflower_plains, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2095, none, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
2096, none, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
2097, none, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
2098, none, minecraft:sunflower_plains, CREATURE, minecraft:cow, 10, 4, 4
2099, none, minecraft:sunflower_plains, CREATURE, minecraft:horse, 10, 2, 6
2100, none, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 10, 1, 3
2101, none, minecraft:sunflower_plains, CREATURE, naturalist:butterfly, 10, 3, 6
2102, none, minecraft:sunflower_plains, CREATURE, naturalist:robin, 10, 3, 4
2103, none, minecraft:sunflower_plains, CREATURE, naturalist:snail, 10, 2, 3
2104, none, minecraft:sunflower_plains, CREATURE, naturalist:snake, 10, 1, 1
2105, none, minecraft:sunflower_plains, CREATURE, naturalist:sparrow, 10, 3, 4
2106, none, minecraft:sunflower_plains, CREATURE, ytech:aurochs, 10, 2, 6
2107, none, minecraft:sunflower_plains, CREATURE, ytech:deer, 15, 4, 8
2108, none, minecraft:sunflower_plains, CREATURE, ytech:fowl, 10, 2, 6
2109, none, minecraft:sunflower_plains, CREATURE, ytech:mouflon, 10, 2, 6
2110, none, minecraft:sunflower_plains, CREATURE, ytech:terror_bird, 10, 1, 2
2111, none, minecraft:sunflower_plains, CREATURE, ytech:wild_boar, 10, 2, 6
2112, none, minecraft:sunflower_plains, CREATURE, minecraft:pig, 15, 1, 1
2113, none, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
2114, none, minecraft:sunflower_plains, AMBIENT, naturalist:firefly, 10, 2, 4
2115, none, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2116, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
2117, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
2118, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
2119, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
2120, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
2121, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
2122, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 5, 1, 4
2123, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
2124, swamp, minecraft:swamp, MONSTER, minecraft:slime, 10, 1, 1
2125, swamp, minecraft:swamp, MONSTER, kaolinclayze:beast, 0, 0, 0
2126, swamp, minecraft:swamp, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2127, swamp, minecraft:swamp, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2128, swamp, minecraft:swamp, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2129, swamp, minecraft:swamp, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2130, swamp, minecraft:swamp, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2131, swamp, minecraft:swamp, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2132, swamp, minecraft:swamp, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2133, swamp, minecraft:swamp, MONSTER, luminous_monsters:swamp_skeleton, 80, 1, 3
2134, swamp, minecraft:swamp, MONSTER, luminous_monsters:swamp_zombie, 80, 1, 3
2135, swamp, minecraft:swamp, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2136, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
2137, swamp, minecraft:swamp, CREATURE, naturalist:alligator, 10, 2, 3
2138, swamp, minecraft:swamp, CREATURE, naturalist:butterfly, 10, 3, 6
2139, swamp, minecraft:swamp, CREATURE, naturalist:cardinal, 10, 3, 4
2140, swamp, minecraft:swamp, CREATURE, naturalist:duck, 10, 3, 4
2141, swamp, minecraft:swamp, CREATURE, naturalist:lizard, 10, 1, 1
2142, swamp, minecraft:swamp, CREATURE, naturalist:snail, 10, 2, 3
2143, swamp, minecraft:swamp, CREATURE, naturalist:snake, 10, 1, 1
2144, swamp, minecraft:swamp, CREATURE, naturalist:tortoise, 10, 1, 1
2145, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
2146, swamp, minecraft:swamp, AMBIENT, naturalist:dragonfly, 10, 2, 4
2147, swamp, minecraft:swamp, AMBIENT, naturalist:firefly, 10, 2, 4
2148, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2149, swamp, minecraft:swamp, WATER_AMBIENT, naturalist:bass, 10, 3, 6
2150, swamp, minecraft:swamp, WATER_AMBIENT, naturalist:catfish, 10, 1, 2
2151, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
2152, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
2153, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
2154, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2155, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
2156, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
2157, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
2158, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
2159, taiga, minecraft:taiga, MONSTER, kaolinclayze:beast, 0, 0, 0
2160, taiga, minecraft:taiga, MONSTER, enemyexpansion:crawler, 50, 1, 2
2161, taiga, minecraft:taiga, MONSTER, enemyexpansion:direwolf, 80, 2, 4
2162, taiga, minecraft:taiga, MONSTER, enemyexpansion:equestrian, 20, 1, 1
2163, taiga, minecraft:taiga, MONSTER, enemyexpansion:faller, 50, 1, 2
2164, taiga, minecraft:taiga, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2165, taiga, minecraft:taiga, MONSTER, enemyexpansion:huntsman, 50, 1, 1
2166, taiga, minecraft:taiga, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2167, taiga, minecraft:taiga, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2168, taiga, minecraft:taiga, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2169, taiga, minecraft:taiga, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2170, taiga, minecraft:taiga, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2171, taiga, minecraft:taiga, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2172, taiga, minecraft:taiga, MONSTER, enemyexpansion:intruder, 50, 1, 2
2173, taiga, minecraft:taiga, MONSTER, enemyexpansion:meature, 20, 1, 5
2174, taiga, minecraft:taiga, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
2175, taiga, minecraft:taiga, MONSTER, enemyexpansion:slugger, 40, 1, 1
2176, taiga, minecraft:taiga, MONSTER, enemyexpansion:sprinter, 70, 1, 1
2177, taiga, minecraft:taiga, MONSTER, enemyexpansion:troll, 10, 1, 1
2178, taiga, minecraft:taiga, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
2179, taiga, minecraft:taiga, MONSTER, enemyexpansion:vampire, 20, 1, 1
2180, taiga, minecraft:taiga, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2181, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
2182, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
2183, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
2184, taiga, minecraft:taiga, CREATURE, minecraft:cow, 10, 4, 4
2185, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
2186, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
2187, taiga, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
2188, taiga, minecraft:taiga, CREATURE, naturalist:bear, 10, 1, 2
2189, taiga, minecraft:taiga, CREATURE, naturalist:bluejay, 10, 3, 4
2190, taiga, minecraft:taiga, CREATURE, ytech:aurochs, 10, 2, 6
2191, taiga, minecraft:taiga, CREATURE, ytech:deer, 15, 4, 8
2192, taiga, minecraft:taiga, CREATURE, ytech:fowl, 10, 2, 6
2193, taiga, minecraft:taiga, CREATURE, ytech:mouflon, 10, 2, 6
2194, taiga, minecraft:taiga, CREATURE, ytech:saber_tooth_tiger, 10, 1, 3
2195, taiga, minecraft:taiga, CREATURE, ytech:wild_boar, 10, 2, 6
2196, taiga, minecraft:taiga, CREATURE, ytech:woolly_mammoth, 10, 2, 6
2197, taiga, minecraft:taiga, CREATURE, ytech:woolly_rhino, 10, 2, 6
2198, taiga, minecraft:taiga, CREATURE, minecraft:pig, 15, 1, 1
2199, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
2200, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2201, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
2202, the_end, minecraft:the_end, MONSTER, kaolinclayze:beast, 0, 0, 0
2203, the_end, minecraft:the_end, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2204, the_end, minecraft:the_end, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2205, the_end, minecraft:the_end, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2206, the_end, minecraft:the_end, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2207, the_end, minecraft:the_end, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2208, the_end, minecraft:the_end, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2209, the_end, minecraft:the_end, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2210, the_end, minecraft:the_end, MONSTER, minecraft:phantom, 10, 1, 3
2211, the_end, minecraft:the_end, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2212, none, minecraft:the_void, MONSTER, kaolinclayze:beast, 0, 0, 0
2213, none, minecraft:the_void, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2214, none, minecraft:the_void, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2215, none, minecraft:the_void, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2216, none, minecraft:the_void, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2217, none, minecraft:the_void, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2218, none, minecraft:the_void, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2219, none, minecraft:the_void, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2220, none, minecraft:the_void, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2221, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2222, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2223, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2224, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2225, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2226, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2227, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2228, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2229, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2230, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:beast, 0, 0, 0
2231, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:crawler, 50, 1, 2
2232, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:direwolf, 80, 2, 4
2233, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:equestrian, 20, 1, 1
2234, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:faller, 50, 1, 2
2235, ocean, minecraft:warm_ocean, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
2236, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:huntsman, 50, 1, 1
2237, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
2238, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
2239, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
2240, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
2241, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
2242, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
2243, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:intruder, 50, 1, 2
2244, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:meature, 20, 1, 5
2245, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
2246, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:slugger, 40, 1, 1
2247, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:sprinter, 70, 1, 1
2248, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:troll, 10, 1, 1
2249, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
2250, ocean, minecraft:warm_ocean, MONSTER, enemyexpansion:vampire, 20, 1, 1
2251, ocean, minecraft:warm_ocean, MONSTER, kaolinclayze:wiloger, 0, 0, 0
2252, ocean, minecraft:warm_ocean, CREATURE, minecraft:pig, 15, 1, 1
2253, ocean, minecraft:warm_ocean, CREATURE, minecraft:pig, 15, 1, 1
2254, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2255, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2256, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
2257, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2258, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
2259, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2260, river, climaterivers:warm_river, MONSTER, minecraft:spider, 80, 4, 4
2261, river, climaterivers:warm_river, MONSTER, minecraft:zombie, 80, 4, 4
2262, river, climaterivers:warm_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
2263, river, climaterivers:warm_river, MONSTER, minecraft:skeleton, 80, 4, 4
2264, river, climaterivers:warm_river, MONSTER, minecraft:creeper, 80, 4, 4
2265, river, climaterivers:warm_river, MONSTER, minecraft:slime, 80, 4, 4
2266, river, climaterivers:warm_river, MONSTER, minecraft:enderman, 5, 1, 4
2267, river, climaterivers:warm_river, MONSTER, minecraft:witch, 5, 1, 1
2268, river, climaterivers:warm_river, MONSTER, minecraft:drowned, 80, 1, 1
2269, river, climaterivers:warm_river, MONSTER, kaolinclayze:beast, 0, 0, 0
2270, river, climaterivers:warm_river, MONSTER, enemyexpansion:crawler, 50, 1, 2
2271, river, climaterivers:warm_river, MONSTER, enemyexpansion:direwolf, 80, 2, 4
